Er_%
10
10
""
0
80
0
0
0
100
80
15
100
0
20
90
2
80
85
15
0
0
0
0
100
70
100
100
12
80
2
100
100
100
98
0
70
0
0
100
60
90
0
90
90
90
0
60
0
5
100
0
0
95
30
90
15
100
0
95
70
0
0
70
100
0
70
100
100
70
100
0
0
90
50
100
85
0
100
100
0
4
100
90
65
0
90
90
0
40
0
7
100
1
""
90
0
0
100
90
60
100
90
85
0
100
80
90
100
0
80
1
40
2
0
0
90
30
20
50
100
30
100
0
90
100
20
90
100
0
55
0
90
70
0
100
100
100
0
100
70
100
0
""
20
90
100
0
95
100
80
0
0
70
12
0
100
0
0
100
100
95
80
100
80
65
0
80
90
90
80
80
0
90
80
90
100
60
100
100
10
8
0
100
0
0
90
100
0
100
0
100
0
95
0
5
0
10
95
90
""
""
90
1
100
100
100
80
0
0
100
80
0
0
70
0
0
80
100
90
90
100
100
100
30
0
100
100
60
100
0
0
80
80
100
100
0
100
2
0
90
100
0
6
80
90
100
100
100
0
90
100
100
0
0
100
0
0
60
100
0
90
100
0
90
95
100
5
100
90
100
1
0
0
0
""
90
90
0
0
0
0
100
80
100
""
80
30
0
0
0
90
98
100
90
100
0
0
100
0
80
0
100
""
5
50
100
90
100
100
100
100
80
100
100
0
0
1
0
90
80
100
40
100
0
100
100
""
0
70
70
80
60
100
30
100
0
8
0
30
0
100
100
60
60
100
0
100
0
100
100
100
40
30
10
100
5
100
100
100
95
4
0
100
80
50
0
90
100
100
0
100
0
100
70
80
15
70
0
30
0
80
0
100
100
75
0
3
100
80
0
0
0
80
95
100
90
70
0
40
70
70
91
100
70
90
0
70
100
90
70
0
80
90
100
100
90
100
25
0
0
0
70
100
10
90
100
0
40
100
15
90
100
60
0
""
100
85
100
0
0
""
100
5
0
90
40
25
1
90
70
100
100
90
0
80
98
0
40
0
90
90
50
0
95
0
100
100
100
100
90
70
90
0
100
90
100
0
100
30
90
95
60
0
20
60
70
0
0
0
0
0
100
0
60
0
0
40
95
100
60
0
0
0
70
0
90
""
90
15
50
30
0
""
0
0
100
0
""
70
0
100
100
100
80
100
90
95
100
0
0
0
0
100
60
60
100
100
0
100
0
0
0
0
5
0
100
40
0
90
95
100
100
100
90
40
40
100
100
0
90
0
100
100
100
90
80
100
70
0
0
0
95
70
80
95
90
100
80
90
0
100
100
0
0
0
60
0
0
100
85
20
80
100
0
50
0
70
100
0
70
60
100
0
100
0
30
20
90
60
80
100
0
70
40
0
60
0
96
0
90
100
80
60
95
10
70
0
100
100
0
90
60
95
0
100
100
30
95
100
100
100
0
0
90
100
5
0
85
95
90
90
60
100
0
0
0
70
0
""
60
80
0
100
80
100
0
0
100
70
0
5
100
100
100
3
50
100
0
0
100
5
100
0
100
80
80
100
30
100
100
100
100
100
12
0
""
100
60
""
100
100
91
0
80
0
100
0
40
""
100
0
100
70
40
0
0
0
80
3
0
0
90
80
90
98
100
90
60
30
60
95
100
40
80
100
100
60
0
100
0
100
0
80
100
""
20
70
""
90
100
100
80
100
0
0
90
100
100
0
90
30
40
80
3
0
0
100
8
0
100
100
35
100
60
40
30
0
0
100
100
90
100
70
100
95
5
100
0
20
100
100
100
0
95
2
""
0
2
0
0
100
100
80
95
90
70
10
100
60
5
100
95
1
100
0
30
90
30
98
""
20
90
90
80
80
30
""
0
0
100
100
0
100
80
99
90
0
80
90
100
9
100
100
10
0
0
60
0
90
90
0
0
100
3
""
0
0
0
20
0
0
0
100
70
0
0
""
0
0
100
0
0
90
0
0
0
90
95
0
0
70
20
100
30
100
0
80
85
100
80
0
100
60
0
95
0
75
100
90
0
100
10
100
80
0
100
90
100
0
60
60
70
0
0
100
0
70
0
100
100
30
100
0
100
100
100
5
90
100
90
90
60
100
80
20
3
30
0
0
100
100
0
90
100
60
0
70
0
95
80
70
100
100
95
0
100
70
""
80
0
100
85
100
10
100
90
60
0
60
0
70
0
100
90
100
100
80
0
70
100
30
80
0
80
100
0
10
70
100
80
5
0
2
5
80
0
0
100
3
1
95
80
100
80
100
100
95
""
70
90
100
0
0
80
70
100
70
80
100
100
100
80
3
20
0
100
90
100
20
80
95
90
70
0
80
70
90
70
10
90
100
100
100
80
0
90
100
40
100
0
100
100
85
30
100
90
16
30
70
90
55
0
100
40
100
0
80
0
100
100
0
15
0
100
0
0
100
0
35
100
0
0
0
100
100
0
80
100
0
0
10
0
100
4
0
0
0
80
80
100
95
100
12
0
100
80
15
100
70
70
90
60
5
70
100
0
0
70
80
90
5
100
100
100
100
0
90
""
100
80
100
80
80
0
0
100
0
90
0
0
15
100
0
0
5
100
100
0
0
100
0
0
100
70
100
7
0
100
100
0
0
0
0
70
0
100
5
0
0
20
0
0
0
0
100
0
70
0
100
90
100
70
0
80
100
100
100
0
0
0
100
0
""
0
0
0
100
10
95
90
0
4
100
0
0
95
0
100
100
90
80
100
0
0
0
0
80
60
0
100
100
60
0
70
0
15
90
100
40
1
100
0
90
95
30
0
0
60
0
100
2
90
70
0
95
100
0
60
20
70
90
95
100
5
30
100
0
80
100
60
90
100
100
100
10
90
10
100
0
9
100
80
100
0
0
0
90
0
100
80
0
0
0
0
100
98
80
100
0
100
""
0
0
100
0
100
90
5
100
0
100
95
90
90
100
50
0
0
2
100
100
0
5
40
0
80
95
90
0
60
95
100
100
80
100
99
20
90
30
0
0
0
100
80
100
90
100
0
100
80
0
95
0
100
100
0
100
0
75
0
100
